relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
51.42666666666666,background literature,Influence of selected reactive oxygen species on the long-term aging of bitumen,Kristina Primerano; Johannes Mirwald; Daniel Maschauer; Hinrich Grothe; Bernhard Hofko,2022,10.1617/s11527-022-01981-1,https://openalex.org/W4280629345,openalex,,Materials and Structures,article,True,polymer film morphology,False
51.42666666666666,background literature,Mixed Ionic-Electronic Transport in Polymers,Bryan D. Paulsen; Simone Fabiano; Jonathan Rivnay,2021,10.1146/annurev-matsci-080619-101319,https://openalex.org/W3157064506,openalex,,Annual Review of Materials Research,article,True,polymer film morphology,False
51.42666666666666,background literature,Electrochemical preparation and physicochemical study of polymers obtained from carbazole and N-((methoxycarbonyl)methyl)carbazole,Sophie Lakard; Emmanuel Contal; Karine Mougin; Claire Magnenet; Boris Lakard,2020,10.1016/j.synthmet.2020.116584,https://openalex.org/W3092302297,openalex,,Synthetic Metals,article,True,polymer film morphology,False
51.42666666666666,background literature,Antibacterial and Antifouling Efficiency of Essential Oils-Loaded Electrospun Polyvinylidene Difluoride Membranes,Lucie Bartošová; Jana Sedlaříková; Petra Peer; Magda Janalí­ková; Pavel Pleva,2022,10.3390/ijms24010423,https://openalex.org/W4313260723,openalex,,International Journal of Molecular Sciences,article,True,polymer film morphology,False
51.42666666666666,background literature,Controlling the Film Microstructure in Organic Thermoelectrics,Miao Xiong; Jie‐Yu Wang; Jian Pei,2021,10.1055/s-0040-1722305,https://openalex.org/W3120521330,openalex,,Organic Materials,article,True,polymer film morphology,False
51.06666666666666,background literature,Biodegradable Hybrid Polymer Film for Packaging: A Review,Fitriani Fitriani; Muhammad Roil Bilad; Sri Aprilia; Nasrul Arahman,2023,10.1080/15440478.2022.2159606,https://openalex.org/W4319833196,openalex,,Journal of Natural Fibers,review,True,polymer films,False
51.06666666666666,background literature,A guide for the characterization of organic electrochemical transistors and channel materials,David Ohayon; Victor Druet; Sahika Inal,2023,10.1039/d2cs00920j,https://openalex.org/W4315927895,openalex,,Chemical Society Reviews,review,True,polymer film morphology,False
51.06666666666666,background literature,Conducting polymer nanoparticles with intrinsic aqueous dispersibility for conductive hydrogels,Joshua Tropp; Caralyn P. Collins; Xinran Xie; Rachel E. Daso; Abijeet Singh Mehta; Shiv Patel; Manideep M. Reddy; Sophia E. Levin; Cheng Sun; Jonathan Rivnay,2023,10.26434/chemrxiv-2023-q6bc0,https://openalex.org/W4383535289,openalex,,ChemRxiv,preprint,True,polymer film morphology,False
51.06666666666666,background literature,Electrochemical Techniques of Investigations : A Tool for Different Applications,"Hidalgo Viteri, Juan Santiago",2025,10.18136/pe.2025.956,https://openalex.org/W7109967659,openalex,,REAL-PhD (Hungarian Academy of Sciences),dissertation,True,polymer film morphology,False
49.93333333333334,background literature,Characterization of Polysaccharide Blend Films for Potential Polymer Hosts in Polymer Electrolytes,,2026,10.55373/mjchem.v28i2.163,https://doi.org/10.55373/mjchem.v28i2.163,crossref,Malaysian Institute of Chemistry,MALAYSIAN JOURNAL OF CHEMISTRY,journal-article,False,polymer films,False
49.93333333333332,background literature,Contents,,2025,10.1515/9783110714012-toc,https://doi.org/10.1515/9783110714012-toc,crossref,De Gruyter,Polymer Interfacial Characteristics,book-chapter,False,2-dimensional polymer blends,True
49.93333333333332,background literature,Index,,2025,10.1515/9783110714012-010,https://doi.org/10.1515/9783110714012-010,crossref,De Gruyter,Polymer Interfacial Characteristics,book-chapter,False,2-dimensional polymer blends,True
49.93333333333332,background literature,Frontmatter,,2025,10.1515/9783110714012-fm,https://doi.org/10.1515/9783110714012-fm,crossref,De Gruyter,Polymer Interfacial Characteristics,book-chapter,False,2-dimensional polymer blends,True
49.92666666666666,background literature,Amorphous solid dispersions containing residual crystallinity: Influence of seed properties and polymer adsorption on dissolution performance,Dana E. Moseson; Andrew S. Parker; Stephen P. Beaudoin; Lynne S. Taylor,2020,10.1016/j.ejps.2020.105276,https://openalex.org/W3007428637,openalex,,European Journal of Pharmaceutical Sciences,article,False,polymer adsorption,False
49.89333333333333,background literature,Copyright,,2020,10.1016/b978-0-12-816707-6.12001-2,https://doi.org/10.1016/b978-0-12-816707-6.12001-2,crossref,Elsevier,Nanostructured Immiscible Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Dedication,,2020,10.1016/b978-0-12-816707-6.03001-7,https://doi.org/10.1016/b978-0-12-816707-6.03001-7,crossref,Elsevier,Nanostructured Immiscible Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Copyright,,2020,10.1016/b978-0-12-816006-0.12001-8,https://doi.org/10.1016/b978-0-12-816006-0.12001-8,crossref,Elsevier,Compatibilization of Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Preface,,2020,10.1016/b978-0-12-816707-6.05001-x,https://doi.org/10.1016/b978-0-12-816707-6.05001-x,crossref,Elsevier,Nanostructured Immiscible Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Index,,2020,10.1016/b978-0-12-816006-0.20001-7,https://doi.org/10.1016/b978-0-12-816006-0.20001-7,crossref,Elsevier,Compatibilization of Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Index,,2020,10.1016/b978-0-12-816707-6.20001-1,https://doi.org/10.1016/b978-0-12-816707-6.20001-1,crossref,Elsevier,Nanostructured Immiscible Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Copyright,,2020,10.1016/b978-0-12-816957-5.12001-4,https://doi.org/10.1016/b978-0-12-816957-5.12001-4,crossref,Elsevier,Rheology of Polymer Blends and Nanocomposites,book-chapter,True,2-dimensional polymer blends,True
49.89333333333333,background literature,Dedication,,2020,10.1016/b978-0-12-816957-5.03001-9,https://doi.org/10.1016/b978-0-12-816957-5.03001-9,crossref,Elsevier,Rheology of Polymer Blends and Nanocomposites,book-chapter,True,2-dimensional polymer blends,True
49.22666666666667,background literature,"Adsorption/Retention of HPAM Polymer in Polymer Flooding Process: Effect of Molecular Weight, Concentration and Wettability",B. Satken; H. Bertin; A. Omari,2021,10.3997/2214-4609.202133111,https://doi.org/10.3997/2214-4609.202133111,crossref,European Association of Geoscientists & Engineers,IOR 2021,proceedings-article,False,polymer adsorption,False
46.593333333333334,background literature,Understanding Structure-Function Relationships in Semiconducting Polymer Morphology,Katharine Adele Winchell,2020,,https://openalex.org/W3213408034,openalex,,eScholarship (California Digital Library),article,True,polymer film morphology,True
46.42666666666666,background literature,Scalable and hierarchically designed polymer film as a selective thermal emitter for high-performance all-day radiative cooling,Duo Li; Xin Liu; Wei Li; Zhenhui Lin; Bin Zhu; Zizhong Li; Jinlei Li; Bo Li; Shanhui Fan; Ji‐Wei Xie; Jia Zhu,2020,10.1038/s41565-020-00800-4,https://openalex.org/W3099157436,openalex,,Nature Nanotechnology,article,False,polymer films,False
46.42666666666666,background literature,3D porous polymer film with designed pore architecture and auto-deposited SiO2 for highly efficient passive radiative cooling,Bo Xiang; Rong Zhang; Yanlong Luo; Sheng Zhang; Lei Xu; Huihua Min; Shaochun Tang; Xiangkang Meng,2020,10.1016/j.nanoen.2020.105600,https://openalex.org/W3104041314,openalex,,Nano Energy,article,False,polymer films,False
46.42666666666666,background literature,Surface engineering of 2D dielectric polymer films for scalable production of High-Energy-Density films,Minhao Yang; Qingmin Li; Xianming Zhang; Emiliano Bilotti; Chong Zhang; Chao Xu; Shenghua Gan; Zhi‐Min Dang,2022,10.1016/j.pmatsci.2022.100968,https://openalex.org/W4281253527,openalex,,Progress in Materials Science,article,False,polymer films,False
46.42666666666666,background literature,Accessing Excitation‐ and Time‐Responsive Afterglows from Aqueous Processable Amorphous Polymer Films through Doping and Energy Transfer,Zhengshuo Wang; Anze Li; Zihao Zhao; Tianwen Zhu; Qiang Zhang; Yongzhi Zhang; Yeqiang Tan; Wang Zhang Yuan,2022,10.1002/adma.202202182,https://openalex.org/W4281621936,openalex,,Advanced Materials,article,False,polymer films,False
46.42666666666666,background literature,Surface analysis of polymer films for wettability and ink adhesion,Cem Aydemir; Bilge Nazli Altay; Merve Akyol,2020,10.1002/col.22579,https://openalex.org/W3092824378,openalex,,Color Research & Application,article,False,polymer films,False
46.42666666666666,background literature,A flexible humidity sensor based on self-supported polymer film,Xin Guan; Yunlong Yu; Zhaonan Hou; Ke Wu; Hongran Zhao; Sen Liu; Teng Fei; Tong Zhang,2022,10.1016/j.snb.2022.131438,https://openalex.org/W4206929454,openalex,,Sensors and Actuators B Chemical,article,False,polymer films,False
46.42666666666666,background literature,Circularly polarized luminescence from structurally coloured polymer films,Baining Ni; Yi Li; Wei Liu; Baozong Li; Hongkun Li; Yonggang Yang,2021,10.1039/d1cc00201e,https://openalex.org/W3127491537,openalex,,Chemical Communications,article,False,polymer films,False
46.42666666666666,background literature,Ultralong and High‐Efficiency Room Temperature Phosphorescence of Organic‐Phosphors‐Doped Polymer Films Enhanced by 3D Network,Bo Wu; Nini Guo; Xingtang Xu; Youmei Xing; Ke Shi; Weihua Fang; Guojie Wang,2020,10.1002/adom.202001192,https://openalex.org/W3090378895,openalex,,Advanced Optical Materials,article,False,polymer films,False
46.42666666666666,background literature,Fatigue life prediction of bending polymer films using random forest,Masayuki Kishino; Kohsuke Matsumoto; Yoshiaki Kobayashi; Ryo Taguchi; Norihisa Akamatsu; Atsushi Shishido,2022,10.1016/j.ijfatigue.2022.107230,https://openalex.org/W4294541109,openalex,,International Journal of Fatigue,article,False,polymer films,False
46.42666666666666,background literature,Microwave absorption properties of multilayer impedance gradient absorber consisting of Ti3C2TX MXene/polymer films,Biao Ji; Shangwu Fan; Sijie Kou; Xiaoyu Xia; Juanli Deng; Laifei Cheng; Litong Zhang,2021,10.1016/j.carbon.2021.05.018,https://openalex.org/W3161189331,openalex,,Carbon,article,False,polymer films,False
46.42666666666666,background literature,Enhancement of dielectric breakdown strength and energy storage of all-polymer films by surface flattening,Suibin Luo; Talha Qasim Ansari; Junyi Yu; Shuhui Yu; Pengpeng Xu; Liqiang Cao; Haitao Huang; Rong Sun,2021,10.1016/j.cej.2021.128476,https://openalex.org/W3127663590,openalex,,Chemical Engineering Journal,article,False,polymer films,False
46.42666666666666,background literature,Effects of polyaniline and silver nanoparticles on the structural characteristics and electrical properties of methylcellulose polymeric films,A. Atta; M. M. Abdelhamied; A. M. Abdel Reheem; N. Althubiti,2021,10.1016/j.inoche.2021.109085,https://openalex.org/W3217384896,openalex,,Inorganic Chemistry Communications,article,False,polymer films,False
46.42666666666666,background literature,SPR nanosensor based on molecularly imprinted polymer film with gold nanoparticles for sensitive detection of aflatoxin B1,Semra Akgönüllü; Handan Yavuz; Adi̇l Deni̇zli̇,2020,10.1016/j.talanta.2020.121219,https://openalex.org/W3035454911,openalex,,Talanta,article,False,polymer films,False
46.42666666666666,background literature,"Lightweight, flexible MXene/polymer film with simultaneously excellent mechanical property and high-performance electromagnetic interference shielding",Yan‐Jun Wan; Xingmiao Li; Pengli Zhu; Rong Sun; Ching‐Ping Wong; Wei‐Hsin Liao,2020,10.1016/j.compositesa.2020.105764,https://openalex.org/W2998948706,openalex,,Composites Part A Applied Science and Manufacturing,article,False,polymer films,False
46.42666666666666,background literature,Energy harvesting from a thin polymeric film based on PVDF-HFP and PMMA blend,Kinyas Polat,2020,10.1007/s00339-020-03698-w,https://openalex.org/W3034855700,openalex,,Applied Physics A,article,False,polymer films,False
46.42666666666666,background literature,A hierarchically structured self-cleaning energy-free polymer film for daytime radiative cooling,Meng-Chen Huang; Chao‐Hua Xue; Jianying Huang; Bing‐Ying Liu; Xiao-Jing Guo; Zhongxue Bai; Ren-Xuan Wei; Huidi Wang; Mi-Mi Du; Shun-Tian Jia; Zhong Chen; Yuekun Lai,2022,10.1016/j.cej.2022.136239,https://openalex.org/W4224285337,openalex,,Chemical Engineering Journal,article,False,polymer films,False
46.42666666666666,background literature,Taylor’s series method for solving the nonlinear reaction-diffusion equation in the electroactive polymer film,Ramu Usha Rani; L. Rajendran,2020,10.1016/j.cplett.2020.137573,https://openalex.org/W3033340120,openalex,,Chemical Physics Letters,article,False,polymer films,False
46.42666666666666,background literature,Ionic liquid-induced nanoporous structures of polymer films,Xiao Gong; Jixi Zhang; Shaohua Jiang,2020,10.1039/c9cc08768k,https://openalex.org/W3004151829,openalex,,Chemical Communications,article,False,polymer films,False
46.42666666666666,background literature,Nanopillar Polymer Films as Antibacterial Packaging Materials,Denver P. Linklater; Soichiro Saita; T. Murata; Takashi Yanagishita; Chaitali Dekiwadia; Russell J. Crawford; Hideki Masuda; Haruhiko Kusaka; Elena P. Ivanova,2022,10.1021/acsanm.1c04251,https://openalex.org/W4210551492,openalex,,ACS Applied Nano Materials,article,False,polymer films,False
46.42666666666666,background literature,Nanomesh pressure sensor for monitoring finger manipulation without sensory interference,Sunghoon Lee; Sae Franklin; Faezeh Arab Hassani; Tomoyuki Yokota; Md Osman Goni Nayeem; Yan Wang; Raz Leib; Gordon Cheng; David W. Franklin; Takao Someya,2020,10.1126/science.abc9735,https://openalex.org/W3099447764,openalex,,Science,article,False,polymer films,False
46.42666666666666,background literature,Role of Secondary Thermal Relaxations in Conjugated Polymer Film Toughness,Nrup Balar; Salma Siddika; Somayeh Kashani; Zhengxing Peng; Jeromy James Rech; Long Ye; Wei You; Harald Ade; Brendan O’Connor,2020,10.1021/acs.chemmater.0c01910,https://openalex.org/W3040781676,openalex,,Chemistry of Materials,article,False,polymer films,False
